original_id,original
3935,"Ne sçait qu’on ait rien veu chez eux, si non une fois dans la nuict, dormant avec sa mere et soeur, qu’il vist sa tante, qui estant toutte blanche venue proche du lict et parlé pronfonde ment avec sa mere, l’empoignant par le cordon de la confrairie de Jesus et dit qu’elle luy debvoit quitter certains habits, ce que luy ayant accordé, elle, aprés y avoir demeuré environ ¼ d’heure , luy repondit qu’elle alloit droit en paradis et prononçant telles parroles, disparut sans jamais la veoir du des puis."
3936,"Mais en ce qu’elle empoigna sa mere par le cordon, luy fist des marques bleues, vulgairement dites des bliods des morts ."
3937,"Et si bien de peur qu’il avoit, il faisoit le signe de la croix, et quand et quand sa mere et soeur, si portant ceste dite tante ne disparut avant que sa mere luy ehut accor dé sa demande."
3938,"Concernant certaine herbe qu’il doit cognoistre, dit en estre ignorant ; bien est il vray que une certaine femme nommee Pernetta de Villar Gyroud luy dit une fois qu’elle avoit entendu des enfants de Pierre Me stral , qu’il cognoissoit de l’herbe pour gaster les enfants dans les ventres des meres, ce qu’ayant entendu, ne tarda de demander auxdits enfants, qui sont encorres de bas aage, s’ils avoient dit cela de luy, lequels repartirent que non et s’enfuirent."
3939,"S’il sçauroit que sa mere fut telle dont elle est soubzçonnee et ehut veu quelque ou apperceu quel que mal d’elle, le diroit promptement, sans soy laisser plus presser les doigt ; en quel torment il n’a rien voullu confesser , demandant humblement pardon."
3940,Gefangne Ce passage concerne le procès mené contre Jean Jolion .
3941,Voir SSRQ FR I/2/8 133.15-1 .
3942,"Antoine Fryoud , sohn der Catherine Magnin , tümlet , will nichts bekhennen ."
3943,Er ist ledig mit einer mitschen und 2 bz .
3944,Die mutter soll das instru ment am schinbein appliciert werden.
3945,Le passage qui suit concerne les procès menés contre Jacques Débieux et Madeleine Gillet-Richod .
3946,"Voir SSRQ FR I/2/8 134.10-1 , SSRQ FR I/2/8 132.10-1 ."
3947,"Hr Reynoldt Caspar Techterman Schaller Des Granges , Vonderweydt Catherine Magnyn est demeuree constante dans sa negative, sans rien varier, disant luy estre arrivé grand tort par ceux qui l’ont accusé sur cas de sorcellerie et autres crimes , au moien de quoy elle est reduicte aux prisons, deshonoree toutte sa vie et torturee a tort, mais le tout au nom de Dieu, auquel elle offrit tous les torments qu’on luy faict."
3948,"Nye Dit entierement que la cicatrice qu’elle a au col n’est point une marque du maling , ains d’un mal de sainct, ayant touttes les fois qu’on luy a planté l’esguille dedans, ehu grande doulleur et senty les poincts dedite esguille."
3949,"Estant en oultre examinee sur tous les articles de la nouvelle inquisition , a dit qu’ayant estee malade l’espace de 14 jours de ce que sa soeur luy apparut aprés de son deces a cause de certains habits qu’elle luy avoit retenuz, comme est dit cy devant, et estant visitee par Franceysaz Auberson , elle la detenue luy racompta tout ce que s’estoit passé touchant sa dite soeur, sans mal penser."
3950,"Lors qu’on conduisoit certaine fille espousé pour accomplir le mariage, confesse avoir dit (pour luy avoir icelle retenu ses peines et sallaires de certain menu linge qu’elle luy avoit cousu) qu’on menoit la chiene au chien , de quelle mesdisance et parroles temerairement proferues s’en re pentit tout incontinent et s’en confessa dheuement, sans jamais avoir songé a aucuns charmes , des quels elle ne s’est onques servie."
3951,"Nie d’avoir demandé a personne si ceux qui se don noient au maling estoient damnez, que jamais cela se constera, le sçachant bien sans le demander."
3952,"Que Jean Berset ne luy a jamais dit sorciere , ny dit qu’elle luy avoit faict mecheoir un cheval , autrement s’en fust dheuement purgee par voie accoustumee de droit."
3953,"Vray est que ses enfants et ceux dudit Berset soy battoient souvent et disoient mutuelles injures, desquelles n’est aucunement culpable."
3954,"Et lors que sadite soeur luy apparut, ses enfants, sçavoir Antheyno et Françoise , qui dormoient avec elle, l’avoir aussy bien veue qu’elle."
3955,"Ce qu’elle soustient au pressoir de la jambe environ ¼ d’heure plus ou moings, demandant humblement pardon."
3956,Le passage qui suit concerne les procès menés contre Isabelle Grosset-Fornerod et Madeleine Gillet-Richod .
3957,"Voir SSRQ FR I/2/8 136.3-1 , SSRQ FR I/2/8 132.11-1 ."
3958,In ihrem huß confi niert .
3959,Gefangne Catherine Magnin will nichts bekhennen unnd hatt die tortur am schinbein ußgestanden.
3960,"Ist ledig mit abtrag kostens unnd in ihrem huß confiniert , von dannen sie allein in die kirchen gehen soll doch ist die confina ."
3961,Ce passage concerne les procès menés contre Isabelle Grosset-Fornerod et Madeleine Gillet-Richod .
3962,"Voir SSRQ FR I/2/8 136.4-1 , SSRQ FR I/2/8 132.12-1 ."
3963,Magdelaine Gilliet Voir SSRQ FR I/2/8 132.13-1 .
3964,"unnd Catherine Fryoud , die der hetzery verdacht gewesen unnd aber ihr recht ußgestanden."
3965,"Hr Reynoldt Caspar Techterman , Stutz Schaller Des Granges , Vonderweydt Ce passage concerne le procès mené contre Madeleine Gillet-Richod ."
3966,Voir SSRQ FR I/2/8 132.3-1 .
3967,"Catherine Magnin , relicte de feu Jean Fryoud de Villarsi viriaux , qui est mort a la guerre desja avant 13 ou 14 ans et luy a laissé 4 petits enfants, desquels l’un mourut bien tost aprés, dit avant qu’entrer en mariage avec luy, s’estre tousjours comportee en fille d’honneur et servy en ceste ville plusieurs seigneurs et dames l’espace de 16 ans , et entre autres monseigneur l’advoyer Reyff trois ans et et seigneur Peter Oddet , et d’autres, qui feusrent contents de son fidel service."
3968,"Or comme elle se voioit chargee desdits enfants, qu’elle a instruict a la crainte de Dieu et entretenu de son travail au mieux qu’il luy a esté possible, et apprit a faire les bas a l’esquille, pria les communiers de Farvagnye luy voulloir bailler une place pour y bastir quelque maisonnete, ce que jamais ils ne luy voulurent accorder, ce que l’occasiona de recourir a la grace de messeigneurs, qui tout incontinent luy interinarent sa demande, avec commandement au seigneur bailly de luy marquer une place commode, ou ce que avec l’ayde de ses beaufreres et autr es et parens, elle bastit la maison qu’elle possede maintenant, oultre le voulloir desdits communiers, qui, pour avoir obtenu de Leurs Excellences cette place, sont tousjours estéz envieux sur elle, en mesdisant d’elle et luy reprochant sa pauvreté ; et que pourtant jamais elle leur a donné aucun subject et vouldroit mieux qu’elle n’ehut faict sa demeure en ce lieu, car l’envie qu’on a ehu sur elle la reduicte a la misere, qu’il luy fault souffrir par les prisons."
3969,"Enquise sur ce point qu’elle doit avoir meurtry un enfant avant que d’estre mariee, duquel Louysa Savary en doit avoir entendu quelques choses ?"
3970,"Dit estre grandement estonnee de telle fausse accusation, que jamais cela se constera, n’ayant jamais ehu enfant que avec son marry, ne croy ant pas que dite Louysa , femme de Claude Savary , qui de son temps servant en ceste ville, estoit de sa cognoissance, et a present demeu re a Romond , ait oncques dit tel propos d’elle, sçachant bien estre faulx qu’elle ait commis tel forfaict ; moings ehu la compagnie avec personne avant le mariage."
3971,"Mais pendant sa viduité , estant re cer chee par un jeusne masson savoyard nommé Jean , qui travaille au pont de Rue , et luy avoit promis mariage, icelluy sur ceste promesse dormit trois nuict avec elle et la quitta sans accom plir le mariage."
3972,"Quant a ce qu’on l’accuse du sortilege , dit qu’il luy arrive grand tort, n’en estre Dieu mercy aucunement attainte ; n’avoir jamais entendu des ses enfants qu’ils aient dit qu’ils aymoient mieux (avec respect) aller aux privéz que a l’eglyse, et plus volontier porter une fiente de cheval que un scapulaire ; au contraire qu’iceux en portent ordinai rement chacun un et un cordon de la confrairie de Jesus ."
3973,"Que Christin Berset et Jean Bowin , venant d’ Orsonnens , ne l’ont trouvee seule vers la croix, ains avec Jaquez Poseud , son cousin de Villa , et Pierre Reussin , qui s’en allant chez eux parlarent avec elle et vient a la maison avec lesdits Berset et Bowin ."
3974,"Que personne a son sçachant l’a nommee sorciere , autrement elle s’en fust purgee par la voie du droit."
3975,"De ce qu’elle doit avant 3 ans , le jour Assumption notre Dame , avoir lavé du menu linge, dit n’estre vray, mais bien estant lavé le jour precedent, en exposa quelque peu au soleil, sans touttesfois mal penser."
3976,Interrogee sur ce que sa soeur la doit avoir malmenee ?
3977,"Dit estre chose veritable, que, ne luy ayant sa soeur au partage de leurs habits voullu laisser parvenir ce que luy pou voit competir, elle luy dit franchement qu’elle ne les luy quittoit ny en ce monde, ny l’autre, jusques a entiere restitution."
3978,"Il advient donques quelques ans aprés que ceste sienne soeur vient a mourir, et aprés sa mort, luy apparut 4 ou 5 fois, et la poursuivoit sans la cognoistre, mais a la fin, s’estant approchee d’elle jusques a l’empoigner par la ceinture ou courdon qu’elle porte, et elle la detenue, grandement espouvantee, cria : Jesus !"
3979,Marie !
3980,; demandant que c’estoit que la poursuivoit et nommoit par son nom.
3981,"L’esprit doncq respondit que c’estoit sa soeur qui estoit tormentee et ne pouvoit fruir de la beatitude celeste, que au preallable elle ehut faict satisfaction et restitution des habits qu’elle luy avoit retenu ; c’est pourquoy la prioit instament de les luy quitter, et voulloir a son nom faire dire deux messes, l’une en l’eglyse Notre Dame de Bourguillon , l’autre a Sainct Loup , que ce faisant seroit tout incontinent desliuvree de ces grands torments ; quoy entendant dite detenue luy accorda justement sa demande et disparut sans jamais l’appercevoir ; ce qu’elle soustient les larmes aux yeux a la torture simple et crie mercy ."
3982,Le passage qui suit concerne les procès menés contre Jacques Débieux et Jean Jolion .
3983,"Voir SSRQ FR I/2/8 134.2-1 , SSRQ FR I/2/8 133.3-1 ."
3984,Gefangne Ce passage concerne le procès mené contre Madeleine Gillet-Richod .
3985,Voir SSRQ FR I/2/8 132.4-1 .
3986,"Catherine Magnin , relicte de Jean Fryoud de Villardsiviriaux , umb glyche matery yngezogen, will auch nichts bekhennen ."
3987,"Unnd laügnet sonderlich, daß sie ein khind verderbt unnd in die Sanen geworffen habe."
3988,Unnd referiert sich das examen uff Claude Savarys hußfrauw zu Remont .
3989,"Deßwegen ein mandement dem ambtsman zu Remont , daß er sie darüber eidtlich verhöre, wie glychfahls den Jaque Posu de Villa unnd Jaque Pierre Rossin , ob sie nit einmahl nachts mit ihren gangen, wie sie fürgeben ."
3990,Ist bißdan yngestelt.
3991,"Voir SSRQ FR I/2/8 134.3-1 , SSRQ FR I/2/8 133.4-1 ."
3992,"Thurn , 29 ten augusti 47 , Rumy Hr burgermeister Reynoldt Caspar Techterman , Schaller Des Granges , Vonderweydt Ce passage concerne le procès mené contre Madeleine Gillet-Richod ."
3993,Voir SSRQ FR I/2/8 132.5-1 .
3994,"Catherine Magnyen derechef examinee sans torture , dit estre innocente en faict de sorcellerie et qu’il luy arrive grand tort par ceux qui l’en accusent."
3995,"Lors que, par commandement de messeigneurs du droit, le maistre luy voulloit visiter certaine tache ou cicatrice qui paroist au renvers du col, ne faisoit autre que se remuer et souspirer lors que le maistre la tatoit des mains."
3996,"Et comme il luy planta l’esguille dans ceste marque putative, elle le sentit et jetta un cry et souspir de douleur, sans touttefois que le sang soit suivy l’esguille en la tirant dehors."
3997,Le passage qui suit concerne le procès mené contre Jacques Débieux .
3998,Voir SSRQ FR I/2/8 134.4-1 .
3999,Voir SSRQ FR I/2/8 132.6-1 .
4000,"Catherine Magnin will auch nichts bekhennen , die soll uff dem knick gezeichnet syn."
4001,Man soll das zeichen noch baß examinieren unnd wider sie fürfahren .
4002,Voir SSRQ FR I/2/8 134.5-1 .
4003,"Hr Reynoldt Vonderweydt Catherine Magnyn examinee sans torture ne veut rien con fesser , disant n’estre aucunement sorciere , ny marquee d’au cun stigme diabolique, et ce qu’on veut dire de certaine tache ou cicatrice qu’elle a au renvers du col, n’est autre que d’un mal de saint, qu’elle a ehu avant quelque temps, duquel par le voulloir du Tout Puissant et aydé de ses pa rents (qui en rendront tesmoignage a debvoir), en a estee du tout desliuvree et entierement guarie."
4004,"Et lors que par commandement de messieurs de la justice civile le maistre luy planta un’esguille dans ceste marque putative, elle s’escria, et le sentit fort, et sortit aprés l’esguille peu de fange meslee de sang, disant que jamais il se constera qu’elle soit marquee du maling et que ceste tache provient comme est dit cy dessus, y ayant ehu une galle grosse comme un poing."
4005,Demande pardon et prie Leurs Excellences de voulloir faire et proceder avec elle comme ils leur plaira.
4006,Le passage qui suit concerne les procès menés contre Madeleine Gillet-Richod et Jean Jolion .
4007,"Voir SSRQ FR I/2/8 132.7-1 , SSRQ FR I/2/8 133.7-1 ."
4008,"Gefangne Catherine Magnin hatt abermahlen nichts bekhennen wöllen, zwar ohne tortur ."
4009,Fahre das gricht für mit der examination am halben zentner .
4010,"Voir SSRQ FR I/2/8 132.8-1 , SSRQ FR I/2/8 133.8-1 ."
4011,"Hr Reynoldt , junker von Torny Caßpar Techterman , Stutz Schaller Des Granges , Vonderweydt Ce passage concerne le procès mené contre Jean Jolion ."
4012,Voir SSRQ FR I/2/8 133.9-1 .
4013,"Catherine Magnyn , qui pour avoir estee eslevee une fois seule ment avec le demy quintal , a estee grandement afoiblie et mesmement tombee en pamoison , n’a rien voullu confesser , disant n’estre aucunement attainte du sortilege , mais voulloir patiem ment suffrir tout ce qu’il plaira a Dieu et messeigneurs."
4014,Voir SSRQ FR I/2/8 133.10-1 .
4015,"Catherine Magnin ein mahl mit dem halben zentner uffgezogen , hatt sich daran gar schwach befunden unnd nichts bekhennen wöllen."
4016,"Unnd kombt noch bericht yn, dardurch der sohn Il s’agit d’ Antoine Fruyo ."
4017,auch beschuldiget wirdt.
4018,"Der soll yngezogen werden, unnd wegen der mutter schwachheit hatt da ch s gricht nach discretion gwalt, wider sie fürzefahren ."
4019,Le passage qui suit concerne le procès mené contre Isabelle Grosset-Fornerod .
4020,Voir SSRQ FR I/2/8 136.1-1 .
4021,SSRQ FR I/2/8 136.1-1 SSRQ FR I/2/8 136.2-1 SSRQ FR I/2/8 136.3-1 SSRQ FR I/2/8 136.4-1 SSRQ FR I/2/8 136.5-1 SSRQ FR I/2/8 136.6-1 SSRQ FR I/2/8 136.7-1 SSRQ FR I/2/8 136.8-1
4022,"Proces Fawernach Elsbeth Die Angeklagte wird zu Beginn Elsbeth, Elisabeth und als Kurzform Isabeth genannt."
4023,Später nennt man sie nur noch Isabelle.
4024,"Es ist unklar, ob sie Elisabeth oder Isabelle hiess oder ob sich der Schreiber anfänglich geirrt hat."
4025,", relicte d’ Antoine Grosset , wider die ein examen uffgenommen worden."
